shelter,address,city,county,state,zip,longitude,latitude,phone,accepting,notes,source,private_notes,allow_pets,pets,unofficial,accessibility,active
Fort Campbell High School,"1101 Bastogne Avenue, , FORT CAMPBELL, KY  42223",FORT CAMPBELL,CHRISTIAN,KY,42223,-87.4387359,36.6248276,"",no,"General Notes: Post Commander will open, staff, and run shelter with assistance from ARC. Due to access to Ft. Campbell to Military ID Card holders only.",SHAKEN_FURY_2019_BATCH_1_ID:52496,"Evacuation Capacity: 0

Longterm Capacity: 250",false,Unknown,false,"",true
PFC Lozada Gym,"2992 Desert Storm Boulevard, , Fort Campbell, KY  42223",Fort Campbell,Christian,KY,42223,-87.4706147,36.6504486,"",no,"General Notes: Post Commander will open, staff, and run shelter with assistance from ARC. Due to access to Ft. Campbell to Military ID Card holders only.",SHAKEN_FURY_2019_BATCH_1_ID:52497,"Evacuation Capacity: 0

Longterm Capacity: 100",false,Unknown,false,"",true
Freedom Fighters 4th Brigade Gym,"7037 Toccoa Rd, , FORT CAMPBELL, KY  42223",FORT CAMPBELL,CHRISTIAN,KY,42223,-87.4846149,36.6541443,"",no,"General Notes: Post Commander will open, staff, and run shelter with assistance from ARC. Due to access to Ft. Campbell to Military ID Card holders only.",SHAKEN_FURY_2019_BATCH_1_ID:52498,"Evacuation Capacity: 0

Longterm Capacity: 100",false,Unknown,false,"",true
Clarksville Base Gym,"7540 HQ Loop Road, , FORT CAMPBELL, KY  42223",FORT CAMPBELL,CHRISTIAN,KY,42223,-87.4822538,36.6181856,"",no,"General Notes: Post has limited access because for security reasons. Accessible only to Military ID card holders. Post Commander will open, staff, and run shelters for Ft. Campbell with assistance from ARC.",SHAKEN_FURY_2019_BATCH_1_ID:52499,"Evacuation Capacity: 0

Longterm Capacity: 100",false,Unknown,false,"",true
Campbell Lodge Boys' Home,"5161 Skyline Drive, , NEWPORT, KY  41076",NEWPORT,CAMPBELL,KY,41076,-84.415297,39.033112,8597811214,no,"",SHAKEN_FURY_2019_BATCH_1_ID:52635,"Evacuation Capacity: 250

Longterm Capacity: 125",false,Unknown,false,"",true
Gayle H. Gray Middle School,"10400 Us 42, , UNION, KY  41091",UNION,BOONE,KY,41091,-84.67531716,38.93255214,8593845333,no,"",SHAKEN_FURY_2019_BATCH_1_ID:52652,"Evacuation Capacity: 530

Longterm Capacity: 265",false,Unknown,false,"",true
Lincoln Elementary School,"701 5th Street, , DAYTON, KY  41074",DAYTON,CAMPBELL,KY,41074,-84.47144257,39.11470748,8592927492,no,"",SHAKEN_FURY_2019_BATCH_1_ID:53148,"Evacuation Capacity: 1876

Longterm Capacity: 938",false,Unknown,false,"",true
Pendleton County High School,"2359 Highway 27 North, , FALMOUTH, KY  41040",FALMOUTH,PENDLETON,KY,41040,-84.3604615,38.69092233,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:53738,"Evacuation Capacity: 1600

Longterm Capacity: 800",false,Unknown,false,"",true
Phillip Sharp Middle School,"35 Wright Road, , BUTLER, KY  41006",BUTLER,PENDLETON,KY,41006,-84.363686,38.744357,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:53739,"Evacuation Capacity: 800

Longterm Capacity: 400",false,Unknown,false,"",true
Saint Henry Church And School,"3825 Dixie Highway, , ERLANGER, KY  41018",ERLANGER,KENTON,KY,41018,-84.60449997,39.01434713,8593422551,no,"",SHAKEN_FURY_2019_BATCH_1_ID:53750,"Evacuation Capacity: 600

Longterm Capacity: 300",false,Unknown,false,"",true
Southern Elementary School,"900 Woodson Road, , FALMOUTH, KY  41040",FALMOUTH,PENDLETON,KY,41040,-84.33997874,38.67503395,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:53759,"Evacuation Capacity: 1678

Longterm Capacity: 839",false,Unknown,false,"",true
Edgewood Senior Center,"550 Freedom Drive, , FT MITCHELL, KY  41017",FT MITCHELL,KENTON,KY,41017,-84.556522,39.009326,8593315910,no,Directions to Facility: Please see attached Shelter Survey form.,SHAKEN_FURY_2019_BATCH_1_ID:53839,"Evacuation Capacity: 140

Longterm Capacity: 70",false,No,false,"",true
Franklin County Council On Aging,"202 Medical Heights Drive, , FRANKFORT, KY  40601",FRANKFORT,FRANKLIN,KY,40601,-84.90319584,38.15925601,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:54161,"Evacuation Capacity: 150

Longterm Capacity: 0",false,Unknown,false,"",true
Cline Elementary School,"5586 E. Alexandria Pike, Cold Spring, Ky, NEWPORT, KY  41076",NEWPORT,CAMPBELL,KY,41076,-84.434706,39.018075,"",no,General Notes: Remapped 10/15/13 MAS NSS.,SHAKEN_FURY_2019_BATCH_1_ID:55310,"Evacuation Capacity: 345

Longterm Capacity: 172",false,Unknown,false,"",true
RC Durr YMCA of Greater Cincinnati,"5874 Veterans Way, BURLINGTON, KY  41005",BURLINGTON,BOONE,KY,41005,-84.707388,39.023947,8595345700,no,"",SHAKEN_FURY_2019_BATCH_1_ID:55314,"Evacuation Capacity: 340

Longterm Capacity: 170",false,No,false,"",true
Samuel Woodfill Elem School,"1025 Alexandria Pike, Ft. Thomas, Ky, FORT THOMAS, KY  41075",FORT THOMAS,CAMPBELL,KY,41075,-84.4514004,39.05906885,8594410506,no,"",SHAKEN_FURY_2019_BATCH_1_ID:55369,"Evacuation Capacity: 660

Longterm Capacity: 330",false,Unknown,false,"",true
Northern Elementary,"925 Hwy 177E, Butler, Kentucky, BUTLER, KY  41006",BUTLER,PENDLETON,KY,41006,-84.355604,38.79335,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:55661,"Evacuation Capacity: 795

Longterm Capacity: 397",false,Unknown,false,"",true
Yealey Elementary School,"10 Yealey Dr, FLORENCE, KY  41042",FLORENCE,BOONE,KY,41042,-84.65982913,38.98656274,8592823333,no,"",SHAKEN_FURY_2019_BATCH_1_ID:56193,"Evacuation Capacity: 1800

Longterm Capacity: 900",false,Unknown,false,"",true
Holy Spirit Catholic Church,"4754 Smallhouse Road, , BOWLING GREEN, KY  42104",BOWLING GREEN,WARREN,KY,42104,-86.4379383,36.9219582,2708427777,no,"Directions to Facility: From intersection of Scottsville Rd and Three Springs Rd go South on Three Springs to Smallhouse Rd. Turn right on Smallhouse, proceed to Holy Spirit Church on thr right, across from park entrance.

General Notes: Pets may be accomodated on the expansive grounds.",SHAKEN_FURY_2019_BATCH_1_ID:57578,"Evacuation Capacity: 254

Longterm Capacity: 127",false,Unknown,false,"",true
Nelson County High School,"1070 Bloomfield Road, , BARDSTOWN, KY  40004",BARDSTOWN,NELSON,KY,40004,-85.44523248,37.81937221,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:61660,"Evacuation Capacity: 200

Longterm Capacity: 0",false,Unknown,false,"",true
Kuttawa United Methodist Church,"98 Lakeshore Drive, , KUTTAWA, KY  42055",KUTTAWA,LYON,KY,42055,-88.13664362,37.05442061,2703889124,no,"",SHAKEN_FURY_2019_BATCH_1_ID:61951,"Evacuation Capacity: 250

Longterm Capacity: 0

Restrictions: Only the Community Life Center can be used",false,Unknown,false,"",true
St Aloysius Church,"197 Plum Street, , SHEPHERDSVILLE, KY  40165",SHEPHERDSVILLE,BULLITT,KY,40165,-85.71798179,37.98977421,5029556370,no,"",SHAKEN_FURY_2019_BATCH_1_ID:64759,"Evacuation Capacity: 340

Longterm Capacity: 0",false,Unknown,false,"",true
First Baptist Church,"254 South Buckman Street, , SHEPHERDSVILLE, KY  40165",SHEPHERDSVILLE,BULLITT,KY,40165,-85.71641348,37.98875922,5025437721,no,"",SHAKEN_FURY_2019_BATCH_1_ID:64760,"Evacuation Capacity: 64

Longterm Capacity: 0",false,Unknown,false,"",true
Old Ky Home Intermediate School,"219 East Muir, , BARDSTOWN, KY  40004",BARDSTOWN,NELSON,KY,40004,-85.46571531,37.80606454,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:64773,"Evacuation Capacity: 200

Longterm Capacity: 0",false,Unknown,false,"",true
Old Ky Home Middle School,"301 Wildcat Lane, , BARDSTOWN, KY  40004",BARDSTOWN,NELSON,KY,40004,-85.4275287,37.831137,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:64776,"Evacuation Capacity: 200

Longterm Capacity: 0",false,Unknown,false,"",true
Simpsonville City Gymnasium,"106 Old Veechdale Road, , SIMPSONVILLE, KY  40067",SIMPSONVILLE,SHELBY,KY,40067,-85.35348784,38.22204411,5022206271,no,"",SHAKEN_FURY_2019_BATCH_1_ID:64793,"Evacuation Capacity: 175

Longterm Capacity: 87",false,Unknown,false,"",true
Okolona Church Of Christ,"6105 Outer Loop, , LOUISVILLE, KY  40219",LOUISVILLE,JEFFERSON,KY,40219,-85.64792601,38.1383668,5029697654,no,"",SHAKEN_FURY_2019_BATCH_1_ID:64802,"Evacuation Capacity: 0

Longterm Capacity: 197",false,Unknown,false,"",true
Okolona Presbyterian Church,"8015 Sheperdsville Road, , LOUISVILLE, KY  40219",LOUISVILLE,JEFFERSON,KY,40219,-85.65925968,38.13329592,5029698132,no,"",SHAKEN_FURY_2019_BATCH_1_ID:64804,"Evacuation Capacity: 0

Longterm Capacity: 40",false,Unknown,false,"",true
Parkland Baptist Church,"7206 Sheperdsville Road, , LOUISVILLE, KY  40219",LOUISVILLE,JEFFERSON,KY,40219,-85.66014988,38.14481997,5029691387,no,"",SHAKEN_FURY_2019_BATCH_1_ID:64807,"Evacuation Capacity: 280

Longterm Capacity: 140",true,Yes,false,"",true
Saint Jerome Church,"903 Fairdale Road, , FAIRDALE, KY  40118",FAIRDALE,JEFFERSON,KY,40118,-85.75043605,38.11091653,5023639929,no,"",SHAKEN_FURY_2019_BATCH_1_ID:64808,"Evacuation Capacity: 0

Longterm Capacity: 125",false,Unknown,false,"",true
Saint John Lutheran Church,"901 Brecinridge Lane, , LOUISVILLE, KY  40207",LOUISVILLE,JEFFERSON,KY,40207,-85.6427888,38.2385923,5028959320,no,"",SHAKEN_FURY_2019_BATCH_1_ID:64813,"Evacuation Capacity: 234

Longterm Capacity: 117",false,Unknown,false,"",true
Saint John United Church Of Christ,"637 East Market Street, , LOUISVILLE, KY  40202",LOUISVILLE,JEFFERSON,KY,40202,-85.74128156,38.25355194,5025871653,no,"",SHAKEN_FURY_2019_BATCH_1_ID:64815,"Evacuation Capacity: 250

Longterm Capacity: 125",false,Unknown,false,"",true
Saint Paul Lutheran Church,"2304 Crums Lane, , LOUISVILLE, KY  40216",LOUISVILLE,JEFFERSON,KY,40216,-85.81866354,38.19471714,5024479341,no,"",SHAKEN_FURY_2019_BATCH_1_ID:64817,"Evacuation Capacity: 169

Longterm Capacity: 84",false,Unknown,false,"",true
Saint Paul United Methodist Church,"2000 Douglass Boulevard, , LOUISVILLE, KY  40205",LOUISVILLE,JEFFERSON,KY,40205,-85.69387356,38.22461987,5024591595,no,"Directions to Facility: There are five parking spaces down the alley that would fit the Dept.of Animal Services trailer. There is no grassy area to relieve the pets, just pavement.",SHAKEN_FURY_2019_BATCH_1_ID:64818,"Evacuation Capacity: 326

Longterm Capacity: 163

Restrictions: none

Additional Notes: Floor plans available. See shelter binder.",true,Yes,false,"",true
South Jefferson Christian Church,"6500 West Orell Road, , LOUISVILLE, KY  40272",LOUISVILLE,JEFFERSON,KY,40272,-85.88436537,38.07543128,5029373732,no,"",SHAKEN_FURY_2019_BATCH_1_ID:64819,"Evacuation Capacity: 70

Longterm Capacity: 35",false,Unknown,false,"",true
Thomas Jefferson Unitarian Church,"4936 Brownsboro Road, , LOUISVILLE, KY  40222",LOUISVILLE,JEFFERSON,KY,40222,-85.629112,38.281667,"",no,"Directions to Facility: See Google maps

General Notes: Grassy lawn behind farmhouse. Remapped 2/24/18 MAS NSS.",SHAKEN_FURY_2019_BATCH_1_ID:64821,"Evacuation Capacity: 129

Longterm Capacity: 64

Restrictions: All offices and the work room will be restricted and locked during the shelter.

Additional Notes: See shelter binder for floor plan.",true,Yes,false,"",true
First Baptist Church Of Taylorsville,"115 West Main Street, , TAYLORSVILLE, KY  40071",TAYLORSVILLE,SPENCER,KY,40071,-85.34491566,38.03115676,5024778197,no,"",SHAKEN_FURY_2019_BATCH_1_ID:64830,"Evacuation Capacity: 160

Longterm Capacity: 0",false,Unknown,false,"",true
Trinity World Outreach Center,"10307 Seatonville Road, , LOUISVILLE, KY  40291",LOUISVILLE,JEFFERSON,KY,40291,-85.5707407,38.14700116,5022396134,no,"",SHAKEN_FURY_2019_BATCH_1_ID:64834,"Evacuation Capacity: 250

Longterm Capacity: 125",false,Unknown,false,"",true
Virginia Avenue United Methodist Church,"10015 Stonestreet Road., , LOUISVILLE, KY  40272",LOUISVILLE,JEFFERSON,KY,40272,-85.83521551,38.10814656,5029352182,no,"",SHAKEN_FURY_2019_BATCH_1_ID:64836,"Evacuation Capacity: 60

Longterm Capacity: 30",false,Unknown,false,"",true
Walnut Street Baptist Church,"200 West Catherine Street, , LOUISVILLE, KY  40203",LOUISVILLE,JEFFERSON,KY,40203,-85.75838432,38.23623707,5025895290,no,"",SHAKEN_FURY_2019_BATCH_1_ID:64837,"Evacuation Capacity: 660

Longterm Capacity: 330

Restrictions: Shelter limited to: 1st floor kitchen, bathrooms, dining room, washer, dryer; 2nd floor game room, skating rink, classroom, bathrooms, 3rd floor snack area, gym, locker rooms

Additional Notes: See binder.",false,No,false,"",true
Auburndale Baptist Church,"5590 Bruce Avenue, , LOUISVILLE, KY  40214",LOUISVILLE,JEFFERSON,KY,40214,-85.77786726,38.14444265,5023665681,no,"",SHAKEN_FURY_2019_BATCH_1_ID:64838,"Evacuation Capacity: 88

Longterm Capacity: 44",false,No,false,"",true
Audubon Park United Methodist Church,"3200 Poplar Level Road, , LOUISVILLE, KY  40213",LOUISVILLE,JEFFERSON,KY,40213,-85.71966765,38.21137618,5026349808,no,"",SHAKEN_FURY_2019_BATCH_1_ID:64839,"Evacuation Capacity: 67

Longterm Capacity: 33",false,No,false,"",true
Beargrass Christian Church,"4100 Shelbyville Road, , LOUISVILLE, KY  40207",LOUISVILLE,JEFFERSON,KY,40207,-85.64592666,38.25208074,5028963391,no,"",SHAKEN_FURY_2019_BATCH_1_ID:64844,"Evacuation Capacity: 515

Longterm Capacity: 257",false,Unknown,false,"",true
Beechmont Presbyterian Church,"417 West Ashland, , LOUISVILLE, KY  40214",LOUISVILLE,JEFFERSON,KY,40214,-85.76769781,38.1852522,5023684315,no,"",SHAKEN_FURY_2019_BATCH_1_ID:64867,"Evacuation Capacity: 294

Longterm Capacity: 147",false,No,false,"",true
Bethany Baptist Church,"2319 Taylorsville Road, , LOUISVILLE, KY  40205",LOUISVILLE,JEFFERSON,KY,40205,-85.68093852,38.22386795,5024522681,no,"",SHAKEN_FURY_2019_BATCH_1_ID:64869,"Evacuation Capacity: 76

Longterm Capacity: 38",false,No,false,"",true
Bethany United Church Of Christ,"10400 Old Preston Highway, , LOUISVILLE, KY  40229",LOUISVILLE,JEFFERSON,KY,40229,-85.67068836,38.09636212,5029696829,no,"",SHAKEN_FURY_2019_BATCH_1_ID:64870,"Evacuation Capacity: 47

Longterm Capacity: 0",false,Unknown,false,"",true
Bethlehem Baptist Church,"5708 Preston Highway, , LOUISVILLE, KY  40220",LOUISVILLE,JEFFERSON,KY,40220,-85.7051867,38.1666382,5029646403,no,"",SHAKEN_FURY_2019_BATCH_1_ID:64871,"Evacuation Capacity: 244

Longterm Capacity: 122",false,Unknown,false,"",true
Briargate Presbyterian Church,"2100 Upper Hunters Trace, , LOUISVILLE, KY  40216",LOUISVILLE,JEFFERSON,KY,40216,-85.83535616,38.16826197,5024471824,no,"Directions to Facility: See attached google maps.

General Notes: To open a pet shelter, church has a big lawn where an outside organization (not affiliated with the church) is welcome to set up a temporary shelter.",SHAKEN_FURY_2019_BATCH_1_ID:64872,"Evacuation Capacity: 775

Longterm Capacity: 387

Restrictions: Entire facility is available for use.",true,Yes,false,"",true
Buechel United Methodist Church,"2817 Hikes Lane, , LOUISVILLE, KY  40218",LOUISVILLE,JEFFERSON,KY,40218,-85.6486439,38.2073552,5024586300,no,"",SHAKEN_FURY_2019_BATCH_1_ID:64874,"Evacuation Capacity: 3302

Longterm Capacity: 1651",false,Unknown,false,"",true
Central Presbyterian Church,"318 West Kentucky Street, , LOUISVILLE, KY  40210",LOUISVILLE,JEFFERSON,KY,40210,-85.7592459,38.2386375,5025876935,no,"",SHAKEN_FURY_2019_BATCH_1_ID:64885,"Evacuation Capacity: 115

Longterm Capacity: 57",false,Unknown,false,"",true
Christ Evangelical Lutheran Church,"9212 Taylorsville Road, , LOUISVILLE, KY  40299",LOUISVILLE,JEFFERSON,KY,40299,-85.5871442,38.21202346,5022675082,no,General Notes: Outdoor pet sheltering area,SHAKEN_FURY_2019_BATCH_1_ID:64886,"Evacuation Capacity: 250

Longterm Capacity: 0",true,Yes,false,"",true
Crescent Hill Baptist Church,"2800 Frankfort Avenue, , LOUISVILLE, KY  40206",LOUISVILLE,JEFFERSON,KY,40206,-85.69067072,38.25478529,5028964425,no,"",SHAKEN_FURY_2019_BATCH_1_ID:64887,"Evacuation Capacity: 234

Longterm Capacity: 117",false,Unknown,false,"",true
Epworth United Methodist Church,"919 Palataka Road, , LOUISVILLE, KY  40214",LOUISVILLE,JEFFERSON,KY,40214,-85.77891948,38.15100739,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:64888,"Evacuation Capacity: 350

Longterm Capacity: 175",false,Unknown,false,"",true
Fern Creek United Methodist,"6727 Bardstown Road, , LOUISVILLE, KY  40291",LOUISVILLE,JEFFERSON,KY,40291,-85.58692735,38.14947919,5022398405,no,"",SHAKEN_FURY_2019_BATCH_1_ID:64891,"Evacuation Capacity: 167

Longterm Capacity: 83",false,Unknown,false,"",true
First Baptist Church Of Fairdale,"413 Fairdale Road, , FAIRDALE, KY  40118",FAIRDALE,JEFFERSON,KY,40118,-85.75853225,38.10510934,5023689053,no,"",SHAKEN_FURY_2019_BATCH_1_ID:64892,"Evacuation Capacity: 75

Longterm Capacity: 37",false,Unknown,false,"",true
First Baptist Church Of Middletown,"11721 Main Street, , LOUISVILLE, KY  40243",LOUISVILLE,JEFFERSON,KY,40243,-85.53932185,38.24540636,5022457859,no,"",SHAKEN_FURY_2019_BATCH_1_ID:64926,"Evacuation Capacity: 200

Longterm Capacity: 100",false,No,false,"",true
First Christian Church Of Louisville,"7700 U.S. Highway 42, , LOUISVILLE, KY  40241",LOUISVILLE,JEFFERSON,KY,40241,-85.62435894,38.31635485,5022284189,no,"",SHAKEN_FURY_2019_BATCH_1_ID:64927,"Evacuation Capacity: 158

Longterm Capacity: 79",false,Unknown,false,"",true
First Unitarian Church,"809 South 4th Street, , LOUISVILLE, KY  40203",LOUISVILLE,JEFFERSON,KY,40203,-85.75873695,38.24402612,5025896028,no,"",SHAKEN_FURY_2019_BATCH_1_ID:64928,"Evacuation Capacity: 89

Longterm Capacity: 44",false,Unknown,false,"",true
Fourth Presbyterian Church,"3016 Preston Highway, , LOUISVILLE, KY  40217",LOUISVILLE,JEFFERSON,KY,40217,-85.73682941,38.20579752,5026348021,no,"",SHAKEN_FURY_2019_BATCH_1_ID:64968,"Evacuation Capacity: 191

Longterm Capacity: 95",false,Unknown,false,"",true
Guiding Light Baptist Fellowship,"3207 Portland Avenue, , LOUISVILLE, KY  40212",LOUISVILLE,JEFFERSON,KY,40212,-85.79925841,38.2743782,5027782785,no,"",SHAKEN_FURY_2019_BATCH_1_ID:65045,"Evacuation Capacity: 500

Longterm Capacity: 250",false,Unknown,false,"",true
Harvest Baptist (Family Life Center),"9205 Brown Austin Road, , FAIRDALE, KY  40118",FAIRDALE,JEFFERSON,KY,40118,-85.7632199,38.1171649,5023614665,no,"",SHAKEN_FURY_2019_BATCH_1_ID:65290,"Evacuation Capacity: 810

Longterm Capacity: 405",false,Unknown,false,"",true
Hurstbourne Baptist Church,"8800 Shellbyville Road, , LOUISVILLE, KY  40223",LOUISVILLE,JEFFERSON,KY,40223,-85.5883378,38.2466455,5024262444,no,"",SHAKEN_FURY_2019_BATCH_1_ID:65291,"Evacuation Capacity: 346

Longterm Capacity: 173",false,Unknown,false,"",true
Immanuel United Church Of Christ,"2300 Taylorsville Road, , LOUISVILLE, KY  40205",LOUISVILLE,JEFFERSON,KY,40205,-85.68198533,38.22367603,5024543822,no,"",SHAKEN_FURY_2019_BATCH_1_ID:65292,"Evacuation Capacity: 120

Longterm Capacity: 60",false,Unknown,false,"",true
Jeffersontown Christian Church,"10631 Taylorsville Road, , LOUISVILLE, KY  40299",LOUISVILLE,JEFFERSON,KY,40299,-85.55988244,38.19001184,5022675475,no,"",SHAKEN_FURY_2019_BATCH_1_ID:65293,"Evacuation Capacity: 0

Longterm Capacity: 30",false,Unknown,false,"",true
John Knox Presbyterian,"9104 Wesport Road, , LOUISVILLE, KY  40242",LOUISVILLE,JEFFERSON,KY,40242,-85.5846387,38.2830075,5024256770,no,Directions to Facility: Fenced-in playground,SHAKEN_FURY_2019_BATCH_1_ID:65294,"Evacuation Capacity: 46

Longterm Capacity: 23

Restrictions: Basement, main office, choir room, mission and outreach room: all restricted",true,Yes,false,"",true
Kosmosdale Baptist Church,"7012 Shipley Lane, , LOUISVILLE, KY  40272",LOUISVILLE,JEFFERSON,KY,40272,-85.89767684,38.05075169,5029375234,no,"Directions to Facility: See Google Maps

General Notes: Both parking lot and lawn is available for Dept. of Animal Services to set up a pet shelter trailer.",SHAKEN_FURY_2019_BATCH_1_ID:65295,"Evacuation Capacity: 0

Longterm Capacity: 83

Restrictions: Copy room restricted.

Additional Notes: Only areas accessible for handicapped individuals are the sanctuary, vestibule and two restrooms.",true,Yes,false,"",true
Lynnhurst United Church Of Christ,"4401 Taylor Boulevard, , LOUISVILLE, KY  40215",LOUISVILLE,JEFFERSON,KY,40215,-85.78260238,38.17593058,5023688446,no,General Notes: Deliver Meals only and food prep but no cooking on site.,SHAKEN_FURY_2019_BATCH_1_ID:65298,"Evacuation Capacity: 150

Longterm Capacity: 75",false,No,false,"",true
Middletown Christian Church,"500 North Watterson Trail, , LOUISVILLE, KY  40243",LOUISVILLE,JEFFERSON,KY,40243,-85.54159746,38.23613431,5022459793,no,"",SHAKEN_FURY_2019_BATCH_1_ID:65299,"Evacuation Capacity: 309

Longterm Capacity: 154",false,Unknown,false,"",true
