field0001,field0002,field0003,field0004,field0005,field0006,field0007,field0008,field0009,field0010,field0011,field0012,field0013,field0014,field0015,field0016,field0017,field0018,field0019,field0020,field0021,field0022,field0023,field0024,field0025,field0026,field0027,field0028,field0029,field0030,field0031,field0032,field0033,field0034,field0035,field0036,field0061,field0062,field0063,field0064,field0065,field0066,field0067,field0068,field0069,field0070,field0071,field0072,field0073,field0074,field0075,field0076,field0077,field0078,field0079,field0080,field0084,field0085,field0086,field0087,field0088,field0089,field0090,field0091,field0092,field0093,field0094,field0095,field0096,field0097,field0098,field0099,field0100,field0101,field0102,field0103,field0104,field0105,field0106,field0107,field0108,field0109,field0110,field0111,field0112,field0113,field0114,field0115,field0116,field0117,field0118,field0119,field0120,field0121,field0122,field0123,field0124,field0125,field0126,field0127,field0128,field0129,field0130,field0131,field0132,field0133,field0134,field0135,field0136,field0137,field0138,field0139,field0140,field0141,field0142,field0143,field0144,field0145,field0146,field0147,field0148,field0149,field0150,field0151,field0152,field0153,field0154,field0155,field0156,field0157,field0158,field0159,field0160,field0161,field0162,field0163,field0164,field0165,field0166,field0167,field0168,field0169,field0170,field0171,field0172,field0173,field0174,field0175,field0176,field0177,field0178,field0179,field0180,field0181,field0182,field0183,field0184,field0185,field0186,field0187,field0188,field0189,field0190,field0191,field0192,field0193,field0194,field0195,field0196,field0197,field0198,field0199,field0200,field0201,field0202,field0203,field0204,field0205,field0206,field0207,field0208,field0209,field0210,field0211,field0212,field0213,field0214,field0215,field0216,field0217,field0218,field0219,field0220,field0221,field0222,field0223,field0224,field0225,field0226,field0227,field0228,field0229,field0230,field0231,field0232,field0233,field0234,field0235,field0236,field0237,field0238,field0239,field0240,field0241,field0242,field0243,field0244,field0245,field0246,field0247,field0248,field0249,field0250
141156,420748,17340,Kentucky Region,ARC,ARC Managed,,Rosenwald Dunbar Elementary School,General,,NO,,5200,260,130,,Closed,B,1500 Wilmore Rd.,,,NICHOLASVILLE,KY,JESSAMINE,40356,5,,YES,1500 Wilmore Rd.,,NICHOLASVILLE,KY,40356,,,,4,4,-84.608791,37.8858092,,NO,NO,NO,,,YES,NO,10/14/08,03/14/2018 00:00:00 MDT,NO,,Either,,,Sarah,NO,,,Disaster Coordinator,NO,Stan Logdon,10/14/2008 00:00:00 MDT,Kerry Graul,08/24/2011 00:00:00 MDT,,,YES,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,YES,,,NO,NO,YES,YES,YES,,YES,,NO,0,,,,18,2,18,9,8,1,,,,,,,NO,YES,"Auto start, 24 hours",NO,YES,NO,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,NO,YES,NO,,500,,,,,,,,,,,,YES,,,,,,,,,,,YES,,,YES,YES,NO,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,YES,NO,,NO,NO,YES,NO,NO,NO,NO,NO,,,,,,,Kerry Graul,,08/24/2011 13:48:03 MDT,John Davies,Kentucky Region,03/21/2018 09:35:57 MDT
141157,420748,17340,Kentucky Region,ARC,ARC Managed,,Warner Elementary School,General,,NO,,5200,260,130,,Closed,B,821 Wilmore Rd.,,,NICHOLASVILLE,KY,JESSAMINE,40356,5,,NO,117 S. Main St,,NICHOLASVILLE,KY,40356,8598853085,,,4,4,-84.588654,37.8826346,,NO,NO,NO,,,NO,NO,10/14/08,03/14/2018 00:00:00 MDT,NO,,Either,,,Sarah,NO,,,Disaster Coordinator,NO,Stan Logdon,10/14/2008 00:00:00 MDT,Kerry Graul,08/24/2011 00:00:00 MDT,,,YES,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,YES,,NO,NO,NO,YES,YES,YES,,YES,Sprinklers are partial/renovated,NO,0,NO,,,28,2,28,13,14,1,,,,,,,NO,YES,"Auto start, 24 hours",NO,YES,NO,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,NO,YES,NO,,300,,,,,,,,,,,,YES,,,,,,,,,,,YES,,,YES,YES,NO,,YES,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,1,1,YES,NO,,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,Kerry Graul,,08/24/2011 14:02:38 MDT,John Davies,Kentucky Region,03/21/2018 09:37:15 MDT
141158,420748,17340,Kentucky Region,ARC,ARC Managed,,West Jessamine High School,General,,NO,,7680,384,192,,Closed,B,2101 Wilmore Rd.,,,NICHOLASVILLE,KY,JESSAMINE,40356,5,,NO,117 S. Main St..,,NICHOLASVILLE,KY,40356,8598872421,,,4,4,-84.616356,37.885744,,NO,NO,NO,,,NO,NO,10/14/08,03/14/2018 00:00:00 MDT,NO,,Either,,,Sarah,NO,,,Disaster Coordinator,NO,Stan Logdon,10/14/2008 00:00:00 MDT,Kerry Graul,08/24/2011 00:00:00 MDT,,,YES,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,YES,,NO,NO,NO,YES,YES,YES,manual,YES,,NO,10,,,,60,2,50,25,25,,,,,,,,NO,YES,"Auto-start, 24 hours",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,,500,,,,,,,,,,,,YES,,,,,,,,,,,YES,,,YES,YES,NO,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,NO,,NO,NO,YES,NO,NO,NO,NO,NO,,,,,,,Kerry Graul,,08/24/2011 14:16:13 MDT,John Davies,Kentucky Region,03/21/2018 09:37:32 MDT
141159,420748,17340,Kentucky Region,ARC,ARC Managed,,West Jessamine Middle School,General,,NO,,6000,300,150,,Closed,B,1400 Wilmore Rd.,,,NICHOLASVILLE,KY,JESSAMINE,40356,5,,NO,117 S. Main Street,,NICHOLASVILLE,KY,40356,8598852244,,,4,4,-84.6062096,37.8858587,,NO,NO,NO,,,NO,NO,10/14/08,03/14/2018 00:00:00 MDT,,,Either,,,Sarah,NO,,,Disaster Coordinator,NO,Stan Logdon,10/14/2008 00:00:00 MDT,Kerry Graul,08/24/2011 00:00:00 MDT,,,YES,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,YES,,NO,NO,NO,YES,YES,YES,,YES,,NO,4,NO,,,13,2,13,6,6,1,,,,,,,NO,YES,"Auto-start, 24 hours",YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,,500,,,,,,,,,,,,YES,,,,,,,,,,,YES,,,YES,YES,NO,,YES,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,1,1,YES,NO,,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,Kerry Graul,,08/24/2011 14:25:41 MDT,John Davies,Kentucky Region,03/21/2018 09:38:00 MDT
141161,420748,17340,Kentucky Region,ARC,ARC Managed,,Wilmore Elementary School,General,,NO,,5933,296,148,,Closed,B,150 Campground Ln,,,WILMORE,KY,JESSAMINE,40390,5,,NO,117 S. Main Street,,NICHOLASVILLE,KY,40356,8598583134,,,4,4,-84.6430463,37.8547538,,NO,NO,NO,,,NO,NO,10/14/08,03/14/2018 00:00:00 MDT,,,,,,Sarah,NO,,,Disaster Coordinator,NO,Stan Logdon,10/14/2008 00:00:00 MDT,Kerry Graul,08/25/2011 00:00:00 MDT,,,YES,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,YES,,NO,NO,NO,YES,YES,YES,,YES,,NO,0,,,,24,2,24,10,12,2,,,,,,,NO,YES,"Auto start, 24 hours",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,,300,,,,,,,,,,,,YES,,,,,,,,,,,YES,,,YES,YES,NO,,YES,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,1,1,YES,NO,,NO,NO,YES,NO,NO,NO,NO,NO,,,,,,,Kerry Graul,,08/25/2011 06:30:25 MDT,John Davies,Kentucky Region,03/21/2018 09:38:46 MDT
141173,420748,17340,Kentucky Region,ARC,ARC Managed,,Carlisle United Methodist Church,General,,NO,,3000,150,75,,Closed,B,102 E Chestnut St.,,,CARLISLE,KY,NICHOLAS,40311,5,,YES,102 E Chestnut St.,,CARLISLE,KY,40311,8592892430,,,4,4,-84.0284896,38.3132819,,NO,NO,NO,,,NO,NO,12/21/10,11/30/2018 00:00:00 MST,NO,,,,,Sarah,NO,,,Disaster Coordinator,NO,Sarah Terry,12/21/2010 00:00:00 MST,Kerry Graul,08/25/2011 00:00:00 MDT,,,NO,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,YES,,NO,NO,NO,NO,YES,NO,,NO,,NO,,,,,1,2,1,,,1,,,,,,,NO,NO,,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,,,,,,,,,,,,,,NO,,,,,,,,,,,NO,,,NO,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,YES,YES,NO,NO,NO,NO,NO,,,,,,,Kerry Graul,,08/25/2011 11:32:13 MDT,John Davies,Kentucky Region,11/30/2018 09:05:01 MST
141208,420748,17340,Kentucky Region,ARC,ARC Managed,,Cedar Grove Baptist Church,General,,NO,,6200,310,155,,Closed,B,2179 Cedar Road,,,STAMPING GROUND,KY,SCOTT,40379,5,,YES,2179 Cedar Road,,STAMPING GROUND,KY,40379,,,,4,,-84.7459182,38.3153553,,NO,NO,NO,,,NO,NO,5/5/06,,NO,,Either,,,Sarah,NO,,,Disaster Coordinator,NO,Peggy Toy,,,,Kerry Graul,08/26/2011 00:00:00 MDT,NO,1,,,,,The facility is not available on Sunday. Available Monday-Saturday only.,,,YES,NO,NO,YES,NO,YES,NO,NO,1,YES,Gymnasium,NO,NO,NO,YES,NO,YES,,NO,,NO,9,,,,8,1,9,4,4,0,1,,,,,,NO,NO,,NO,NO,YES,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,,160,,,,,,,,,,,,YES,,,,,,,,,,,NO,,,YES,YES,NO,,YES,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,0,0,NO,NO,,NO,NO,YES,NO,NO,NO,YES,NO,,NO,,,,,Kerry Graul,,08/26/2011 08:52:29 MDT,Paul Kern,Kentucky Region,10/05/2015 14:17:02 MDT
141381,420750,35072,Greater Cincinnati-Dayton Region,ARC,ARC Partner,,Walton-Verona Elem School,General,,NO,,71418,3570,1785,,Closed,B,15066 Porter Rd,,,VERONA,KY,BOONE,41092,35R12,Walton-Verona School District,NO,"16 School Rd, Walton, KY",,VERONA,KY,41092,8594854432,,,4,,-84.670962,38.819344,,NO,NO,NO,,available during non-school hours,YES,YES,8/17/11,08/17/2011 00:00:00 MDT,NO,,Either,,,,YES,,,,,Jason Oyer,08/17/2011 00:00:00 MDT,Rod Trombley,08/29/2011 00:00:00 MDT,,,YES,2,08/01/2011 16:00:01 MDT,06/04/2012 23:00:01 MDT,06/05/2012 00:00:01 MDT,07/30/2012 00:00:01 MDT,,,,NO,YES,NO,NO,NO,NO,NO,NO,2,NO,,NO,,,YES,YES,YES,,YES,,,0,,,,24,1,14,7,7,,4,Tim,Deaton,,8598165854,,,YES,,YES,YES,NO,NO,YES,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,YES,NO,,500,,,,,,,,,,,,YES,,,,,,,,,,,YES,,,YES,YES,NO,,YES,,,,,,,,,,,,,,,,,,,,,YES,,,,1,1,,,120,,,,,,,,,,YES,,YES,NO,YES,YES,NO,NO,,,,,,,rod trombley,,08/29/2011 18:43:07 MDT,Hal Simmons,National Headquarters (Do not affiliate with Shelters),03/30/2015 11:21:40 MDT
142379,420748,17340,Kentucky Region,ARC,ARC Managed,,Boys and Girls Club of Bowling Green,General,,NO,,8418,0,210,,Closed,P,260 Scott Way,,,BOWLING GREEN,KY,WARREN,42101-1126,2,Bowling Green ISD,NO,P. O. Box 872,,BOWLING GREEN,KY,42102-0872,,,,4,,-86.4408017,37.0041534,,NO,NO,,,,,,2/24/12,,NO,,Either,,,E. W. (Bill),NO,,270-282-3112,,,Philip Smith,02/24/2012 00:00:00 MST,Bill Schlicht,02/24/2012 00:00:00 MST,,,YES,1,,,,,,,,NO,NO,NO,NO,YES,YES,NO,NO,1,YES,"Gym, 125x70",NO,,,YES,YES,YES,,YES,,,,NO,no,yes,8,,5,2,,3,3,,,,,,NO,NO,,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,,100,,100,,NO,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO,,2,0,2,2,320,,,f,,1,1,YES,NO,,NO,YES,YES,NO,NO,NO,,,,,,,,,E. (Bill) Schlicht,,12/27/2011 11:10:24 MST,Paul Kern,Kentucky Region,10/08/2015 13:58:59 MDT
142517,420750,35072,Greater Cincinnati-Dayton Region,ARC,ARC Managed,,Clem and Ann Buenger Club,General,,NO,,10672,533,266,,Closed,B,36 E. 10th St.,,,S NEWPORT,KY,CAMPBELL,41071,35R12,,YES,36 E. 10th St.,,S NEWPORT,KY,41071,8596559415,,,4,,-84.489508,39.0868096,,NO,NO,,,BGCGC 24hr phone #: 513-477-9732,,,8/14/14,08/14/2014 00:00:00 MDT,NO,,Either,,,Greg,,,Emer: 859-240-8933,Disaster Program Manager,,Greg Holian,01/08/2014 00:00:00 MST,Greg Holian,08/14/2014 00:00:00 MDT,,,NO,1,,,,,Children present during Summer hours from 0800-1700hrs & present during school hours from 1500-2000hrs.,Emer. 859-496-5953,Club Director,NO,YES,NO,NO,YES,YES,NO,NO,,,,,,,YES,NO,YES,manual,,,,11,,,,11,1,7,3,3,1,,Molly,Riehl,BGCGC,8596559415,,,NO,,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,YES,NO,,100,,100,,YES,YES,YES,YES,,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,NO,YES,YES,YES,NO,NO,,2,,,,600,,,t,,,,,,,NO,,YES,NO,NO,NO,NO,NO,,NO,,,,,Lindsay Moore,,01/20/2012 13:34:57 MST,Irene Little,National Headquarters (Do not affiliate with Shelters),12/29/2014 14:04:55 MST
142588,420750,35072,Greater Cincinnati-Dayton Region,ARC,ARC Managed,,Marge Schott-Unnewehr BGCGC,General,,NO,,7560,378,189,,Closed,B,30 W 26th Street,,,COVINGTON,KY,KENTON,41014,35R12,,NO,600 Dalton Ave,,CINCINNATI,OH,45203,8594315346,,8594316069,4,,-84.5045378,39.0587878,,NO,NO,NO,Please see attached Shelter Survey form.,,YES,,9/22/14,,NO,,Either,,,,NO,,,,,Greg Holian,09/19/2014 00:00:00 MDT,Greg Holian,09/22/2014 00:00:00 MDT,,,NO,,,,,,,Emer. 513-835-3473,Club Director,NO,YES,NO,NO,YES,YES,NO,NO,2,YES,Gymnasium is approximately 4756 square feet.,NO,,,YES,NO,YES,manual,YES,,YES,11,NO,,,16,2,8,4,4,,,Liz,Mitchell,MSU BGCGC,8594315346,,,YES,Auto Start/Nat Gas/5kW/Powers light and few outlets,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,YES,NO,,250,,250,,NO,YES,YES,YES,,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,YES,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,,5,,,,2804,,,t,,1,1,,,,NO,YES,YES,NO,NO,NO,NO,NO,,,,,,,Joe Sack,,01/26/2012 10:05:44 MST,Samuel Combs,Greater Chesapeake Region,02/22/2018 12:34:27 MST
142591,420750,35072,Greater Cincinnati-Dayton Region,ARC,ARC Managed,,Petersburg Community Center,General,,NO,,3500,175,87,,Closed,B,6517 Market Street,,,PETERSBURG,KY,BOONE,41080,35R12,,NO,P.O. Box 68,,PETERSBURG,KY,41080,8593801239,,,4,,-84.8666487,39.0682241,,,,NO,,,,,2/14/14,08/25/2014 00:00:00 MDT,NO,,Either,,,Greg,,,Emer: 859-240-8933,Disaster Program Manager,,Greg Holian,02/14/2014 00:00:00 MST,Greg Holian,05/12/2014 00:00:00 MDT,,,,1,,,,,,859-240-8933,Disaster Program Manager,NO,YES,NO,NO,YES,YES,NO,NO,2,,,YES,YES,YES,YES,NO,YES,,,,,3,NO,,,6,,,,,,,Greg,Holian,American Red Cross,5135793959,,,YES,"150kW Electric generator, diesel fuel w/ auto start; will power entire shelter.",NO,YES,YES,NO,YES,NO,NO,NO,YES,NO,YES,YES,NO,NO,YES,NO,NO,,,,,,YES,YES,YES,YES,,YES,YES,YES,YES,NO,YES,YES,YES,NO,YES,NO,YES,YES,YES,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,,,,,,,f,,f,,1,1,YES,,,NO,YES,NO,NO,NO,NO,NO,NO,,,,,,,samah alsubhi,,01/26/2012 12:18:12 MST,Irene Little,National Headquarters (Do not affiliate with Shelters),12/29/2014 14:04:55 MST
142774,420750,35072,Greater Cincinnati-Dayton Region,ARC,ARC Managed,,Hopeful Lutheran Church,General,,NO,,6534,326,163,,Closed,B,6430 Hopeful Church Road,"Florence, KY",,FLORENCE,KY,BOONE,41042,35R12,,YES,6430 Hopeful Church Road,"Florence, KY",FLORENCE,KY,41042,8595256171,,,4,,-84.659418,39.0001477,,NO,NO,,,,YES,,11/1/11,11/01/2011 00:00:00 MDT,NO,,Either,,N/A,Jason,,,513-505-6521,Diasster Coordinator,NO,bill fletcher,11/01/2011 00:00:00 MDT,,02/16/2012 00:00:00 MST,,,NO,1,,,,,,513-505-6521,Disaster Coordinator,NO,YES,NO,NO,NO,NO,NO,NO,4,NO,,YES,NO,,YES,YES,YES,,,,,0,,,,12,1,,,,,,Jason,Oyer,ARC,5135793012,,YES,NO,,YES,NO,NO,NO,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,YES,NO,,250,,,,,,,,,,,,YES,,,,,,,,,,,YES,,,YES,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,0,0,,,,,,NO,NO,NO,NO,NO,NO,,,,,,,Joe Sack,,02/16/2012 06:57:44 MST,Hal Simmons,National Headquarters (Do not affiliate with Shelters),03/30/2015 11:19:43 MDT
142775,420750,35072,Greater Cincinnati-Dayton Region,ARC,ARC Managed,,Hebron Lutheran Church,General,,NO,,7928,396,198,,Closed,B,3140 Limaburg Rd.,Hebron. KY,,HEBRON,KY,BOONE,41048,35R12,,YES,3140 Limaburg Rd.,Hebron. KY,HEBRON,KY,41048,8596897590,,8596895922,4,,-84.6996437,39.0638848,,NO,NO,NO,,Disaster Coordinators:  Bill Martin: 859-393-6726  Harvey Pelly: 859-380-2401,,,2/14/14,08/12/2014 00:00:00 MDT,NO,,Either,,N/A,Greg,,,Emer: 859-240-8933,Disaster Program Manager,,Greg Holian,02/14/2014 00:00:00 MST,Greg Holian,05/12/2014 00:00:00 MDT,,,NO,1,,,,,,859-371-1234,Asst Chief Building Inspector,NO,YES,NO,NO,NO,NO,NO,NO,1,NO,,YES,NO,NO,YES,NO,NO,,,,,1,,,,10,1,,,,,,Mike,Martin,Boone County KY,8593343606,,YES,NO,,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,YES,NO,,320,,,,NO,NO,NO,NO,,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,,,0,,0,,,,,,0,0,,,,YES,,NO,NO,NO,NO,NO,NO,,,,,NO,,Joe Sack,,02/16/2012 07:43:27 MST,Irene Little,National Headquarters (Do not affiliate with Shelters),12/29/2014 14:04:55 MST
142964,420748,17340,Kentucky Region,ARC,ARC Managed,,Elliott County High School,General,,NO,,,0,200,,Closed,P,767 Main Street,,,SANDY HOOK,KY,ELLIOTT,41171,7,,NO,PO Box 767,,SANDY HOOK,KY,41171,,,,4,,-83.1273719,38.0854749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,NO,,,,,,,,,,,NO,,,NO,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sarah Terry,,03/02/2012 20:54:45 MST,Mike Arthur,National Headquarters (Do not affiliate with Shelters),09/09/2017 15:13:54 MDT
142966,420750,35072,Greater Cincinnati-Dayton Region,ARC,ARC Managed,,NO APPROVED BY CHURCH BOARD Piner Baptist Church,General,,NO,,2112,105,52,,Closed,B,15044 Madison Pike,,,PINER,KY,KENTON,41063,35R12,,YES,15044 Madison Pike,,WALTON,KY,41063,8593563222,,,4,,-84.5341248,38.8269431,,,,,,,YES,YES,6/17/14,03/01/2012 00:00:00 MST,NO,,Either,Floor plans requested from Kim Cook.,,Greg,,,Emer: 859-240-8933,Disaster Program Manager,,Greg Holian,06/16/2014 00:00:00 MDT,Greg Holian,06/17/2014 00:00:00 MDT,,,NO,,,,,,,Emer. 743-0090,Administrator,NO,NO,NO,NO,YES,YES,NO,NO,,,,NO,,,YES,NO,YES,manual,,,NO,0,,,,18,0,12,,,,,Kim,Cook,Piner Baptist Church,8593563222,,,,,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,,,,,,YES,YES,YES,NO,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,,,,,,,t,Nursery onsite,t,Children's room in the lower level.,,,,,,NO,YES,YES,NO,NO,NO,NO,NO,,,,,,,Joe Sack,,03/02/2012 21:14:39 MST,Irene Little,National Headquarters (Do not affiliate with Shelters),12/29/2014 14:04:55 MST
142976,420748,17340,Kentucky Region,ARC,ARC Managed,,Morgan Central Elementary School,General,,NO,,,0,200,,Closed,P,3201 Highway 460 W,,,WEST LIBERTY,KY,MORGAN,41472,7,,NO,,,,,,,,,4,,-83.293625,37.880756,,,,,,Remapped 2/3/14 MAS NSS.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,NO,,,,,,,,,,,NO,,,NO,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sarah Terry,,03/03/2012 18:11:11 MST,Paul Kern,Kentucky Region,10/06/2015 09:12:29 MDT
142977,420748,17340,Kentucky Region,Other,Independent,Martin County Emergency Svcs,Warfield Community Center,General,,NO,,,0,100,,Closed,P,113 Hode Road,,,WARFIELD,KY,MARTIN,41267,7,,NO,,,,,,,,,4,,-82.4210772,37.8458377,,,,,,Mapped 3/7/15 MAS NSS.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,NO,,,,,,,,,,,NO,,,NO,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sarah Terry,,03/03/2012 18:28:22 MST,Paul Kern,Kentucky Region,01/26/2016 09:16:00 MST
143058,420748,17340,Kentucky Region,ARC,ARC Managed,,Assembly of Faith Church,General,,NO,,4000,200,100,,Closed,B,5578 Hwy 519,,,WEST LIBERTY,KY,MORGAN,41472,7,,NO,,,,,,,,,4,,-83.3551931,37.9893475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,NO,,,,,,,,,,,NO,,,NO,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert Fuller,,03/06/2012 18:45:59 MST,Paul Kern,Kentucky Region,10/06/2015 09:02:37 MDT
143062,420748,17340,Kentucky Region,ARC,ARC Managed,,Lloyd Hall Community Center,General,,NO,,6440,0,161,,Closed,P,286 Church Street,,,SALYERSVILLE,KY,MAGOFFIN,41465,7,,NO,,,,,,,,,4,,-83.0682156,37.7506367,,,,,,,,,6/24/17,06/24/2017 00:00:00 MDT,,,,Located in court ouse,,,,,,,,Trissia Scott/Kathy Burnette,06/24/2017 00:00:00 MDT,Emerson Varney,07/24/2017 00:00:00 MDT,TRISSIA SCOTT/KATHY BURNETTE,06/24/2017 00:00:00 MDT,,1,,,,,,,,NO,YES,NO,NO,NO,NO,NO,NO,1,,,NO,NO,NO,YES,YES,YES,,YES,Salyersville Fire Dept.,,,,0,,9,,,,,,,,,,,,,YES,,YES,NO,NO,NO,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,,,,545,,YES,YES,YES,YES,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,1,,YES,,,YES,,,,,,,,,,,,,,Robert Fuller,,03/07/2012 16:10:41 MST,boyd varney,Kentucky Region,07/24/2017 09:27:36 MDT
